service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
28246243,0,0,0,0,0,0,0,20220110,20221231
28246244,0,0,0,0,0,0,0,20220110,20221231
28246245,0,0,0,0,0,0,0,20220110,20221231
28246246,0,0,0,0,0,0,0,20220110,20221231
28246223,0,0,0,0,0,1,0,20221231,20221231
28246226,0,0,0,0,0,1,0,20221231,20221231
28254750,0,0,0,0,0,0,0,20220110,20221231
28254751,0,0,0,0,0,0,0,20220110,20221231
28254752,0,0,0,0,0,0,0,20220110,20221231
28254753,0,0,0,0,0,0,0,20220110,20221231
28254734,0,0,0,0,0,1,0,20221231,20221231
28254737,0,0,0,0,0,1,0,20221231,20221231
28239199,0,0,0,0,0,0,0,20220110,20221231
28239200,0,0,0,0,0,0,0,20220110,20221231
28214097,0,0,0,0,0,0,0,20220110,20221231
28214098,0,0,0,0,0,0,0,20220110,20221231
28214099,0,0,0,0,0,0,0,20220110,20221231
28214100,0,0,0,0,0,0,0,20220110,20221231
28214101,0,0,0,0,0,0,0,20220110,20221231
28214078,0,0,0,0,0,1,0,20221231,20221231
28214081,0,0,0,0,0,1,0,20221231,20221231
28246384,0,0,0,0,0,0,0,20220110,20221231
28246385,0,0,0,0,0,0,0,20220110,20221231
28246386,0,0,0,0,0,0,0,20220110,20221231
28246387,0,0,0,0,0,0,0,20220110,20221231
28246368,0,0,0,0,0,1,0,20221231,20221231
28246371,0,0,0,0,0,1,0,20221231,20221231
28269967,0,0,0,0,0,0,0,20220110,20221231
28269968,0,0,0,0,0,0,0,20220110,20221231
28269957,0,0,0,0,0,1,0,20221231,20221231
28269960,0,0,0,0,0,1,0,20221231,20221231
28229828,0,0,0,0,0,0,0,20220110,20221231
28229829,0,0,0,0,0,0,0,20220110,20221231
28229830,0,0,0,0,0,0,0,20220110,20221231
28229831,0,0,0,0,0,0,0,20220110,20221231
28229832,0,0,0,0,0,0,0,20220110,20221231
28229833,0,0,0,0,0,0,0,20220110,20221231
28229834,0,0,0,0,0,0,0,20220110,20221231
28229835,0,0,0,0,0,0,0,20220110,20221231
28229836,0,0,0,0,0,0,0,20220110,20221231
28229837,0,0,0,0,0,0,0,20220110,20221231
28229838,0,0,0,0,0,0,0,20220110,20221231
28229839,0,0,0,0,0,0,0,20220110,20221231
28229435,0,0,0,0,0,1,0,20221231,20221231
28229438,0,0,0,0,0,1,0,20221231,20221231
28229441,0,0,0,0,0,1,0,20221231,20221231
28229444,0,0,0,0,0,1,0,20221231,20221231
28229447,0,0,0,0,0,1,0,20221231,20221231
28229450,0,0,0,0,0,1,0,20221231,20221231
28229453,0,0,0,0,0,1,0,20221231,20221231
28229456,0,0,0,0,0,1,0,20221231,20221231
28229459,0,0,0,0,0,1,0,20221231,20221231
28229462,0,0,0,0,0,1,0,20221231,20221231
28229465,0,0,0,0,0,1,0,20221231,20221231
28229468,0,0,0,0,0,1,0,20221231,20221231
28229471,0,0,0,0,0,1,0,20221231,20221231
28229474,0,0,0,0,0,1,0,20221231,20221231
28229477,0,0,0,0,0,1,0,20221231,20221231
28229480,0,0,0,0,0,1,0,20221231,20221231
28229483,0,0,0,0,0,1,0,20221231,20221231
28254076,0,0,0,0,0,0,0,20220110,20221231
28254077,0,0,0,0,0,0,0,20220110,20221231
28254078,0,0,0,0,0,0,0,20220110,20221231
28254079,0,0,0,0,0,0,0,20220110,20221231
28254080,0,0,0,0,0,0,0,20220110,20221231
28254081,0,0,0,0,0,0,0,20220110,20221231
28254082,0,0,0,0,0,0,0,20220110,20221231
28254083,0,0,0,0,0,0,0,20220110,20221231
28254084,0,0,0,0,0,0,0,20220110,20221231
28254085,0,0,0,0,0,0,0,20220110,20221231
28254086,0,0,0,0,0,0,0,20220110,20221231
28254087,0,0,0,0,0,0,0,20220110,20221231
28253737,0,0,0,0,0,1,0,20221231,20221231
28253740,0,0,0,0,0,1,0,20221231,20221231
28253743,0,0,0,0,0,1,0,20221231,20221231
28253746,0,0,0,0,0,1,0,20221231,20221231
28253749,0,0,0,0,0,1,0,20221231,20221231
28253752,0,0,0,0,0,1,0,20221231,20221231
28253755,0,0,0,0,0,1,0,20221231,20221231
28253758,0,0,0,0,0,1,0,20221231,20221231
28253761,0,0,0,0,0,1,0,20221231,20221231
28253764,0,0,0,0,0,1,0,20221231,20221231
28253767,0,0,0,0,0,1,0,20221231,20221231
28253770,0,0,0,0,0,1,0,20221231,20221231
28253773,0,0,0,0,0,1,0,20221231,20221231
28253776,0,0,0,0,0,1,0,20221231,20221231
28253779,0,0,0,0,0,1,0,20221231,20221231
28253782,0,0,0,0,0,1,0,20221231,20221231
28234087,0,0,0,0,0,0,0,20220110,20221231
28234088,0,0,0,0,0,0,0,20220110,20221231
28234077,0,0,0,0,0,1,0,20221231,20221231
28234080,0,0,0,0,0,1,0,20221231,20221231
28265796,0,0,0,0,0,0,0,20220110,20221231
28265797,0,0,0,0,0,0,0,20220110,20221231
28265798,0,0,0,0,0,0,0,20220110,20221231
28265780,0,0,0,0,0,1,0,20221231,20221231
28265783,0,0,0,0,0,1,0,20221231,20221231
28265786,0,0,0,0,0,1,0,20221231,20221231
28272630,0,0,0,0,0,0,0,20220110,20221231
28272631,0,0,0,0,0,0,0,20220110,20221231
28272632,0,0,0,0,0,0,0,20220110,20221231
28272633,0,0,0,0,0,0,0,20220110,20221231
28272634,0,0,0,0,0,0,0,20220110,20221231
28272635,0,0,0,0,0,0,0,20220110,20221231
28272636,0,0,0,0,0,0,0,20220110,20221231
28272637,0,0,0,0,0,0,0,20220110,20221231
28272638,0,0,0,0,0,0,0,20220110,20221231
28272639,0,0,0,0,0,0,0,20220110,20221231
28272640,0,0,0,0,0,0,0,20220110,20221231
28272641,0,0,0,0,0,0,0,20220110,20221231
28272642,0,0,0,0,0,0,0,20220110,20221231
28272643,0,0,0,0,0,0,0,20220110,20221231
28272644,0,0,0,0,0,0,0,20220110,20221231
28272645,0,0,0,0,0,0,0,20220110,20221231
28272646,0,0,0,0,0,0,0,20220110,20221231
28272647,0,0,0,0,0,0,0,20220110,20221231
28272648,0,0,0,0,0,0,0,20220110,20221231
28272649,0,0,0,0,0,0,0,20220110,20221231
28272650,0,0,0,0,0,0,0,20220110,20221231
28272651,0,0,0,0,0,0,0,20220110,20221231
28272652,0,0,0,0,0,0,0,20220110,20221231
28272653,0,0,0,0,0,0,0,20220110,20221231
28272654,0,0,0,0,0,0,0,20220110,20221231
28272655,0,0,0,0,0,0,0,20220110,20221231
28272656,0,0,0,0,0,0,0,20220110,20221231
28272657,0,0,0,0,0,0,0,20220110,20221231
28272658,0,0,0,0,0,0,0,20220110,20221231
28272659,0,0,0,0,0,0,0,20220110,20221231
28272660,0,0,0,0,0,0,0,20220110,20221231
28272661,0,0,0,0,0,0,0,20220110,20221231
28272662,0,0,0,0,0,0,0,20220110,20221231
28271999,0,0,0,0,0,1,0,20221231,20221231
28272002,0,0,0,0,0,1,0,20221231,20221231
28272005,0,0,0,0,0,1,0,20221231,20221231
28272008,0,0,0,0,0,1,0,20221231,20221231
28272011,0,0,0,0,0,1,0,20221231,20221231
28272014,0,0,0,0,0,1,0,20221231,20221231
28272017,0,0,0,0,0,1,0,20221231,20221231
28272020,0,0,0,0,0,1,0,20221231,20221231
28272023,0,0,0,0,0,1,0,20221231,20221231
28272026,0,0,0,0,0,1,0,20221231,20221231
28272029,0,0,0,0,0,1,0,20221231,20221231
28272032,0,0,0,0,0,1,0,20221231,20221231
28272035,0,0,0,0,0,1,0,20221231,20221231
28271954,0,0,0,0,0,1,0,20221231,20221231
28271957,0,0,0,0,0,1,0,20221231,20221231
28271960,0,0,0,0,0,1,0,20221231,20221231
28271963,0,0,0,0,0,1,0,20221231,20221231
28271966,0,0,0,0,0,1,0,20221231,20221231
28271969,0,0,0,0,0,1,0,20221231,20221231
28271972,0,0,0,0,0,1,0,20221231,20221231
28271975,0,0,0,0,0,1,0,20221231,20221231
28271978,0,0,0,0,0,1,0,20221231,20221231
28271981,0,0,0,0,0,1,0,20221231,20221231
28271984,0,0,0,0,0,1,0,20221231,20221231
28271987,0,0,0,0,0,1,0,20221231,20221231
28271990,0,0,0,0,0,1,0,20221231,20221231
28271993,0,0,0,0,0,1,0,20221231,20221231
28271996,0,0,0,0,0,1,0,20221231,20221231
28242035,0,0,0,0,0,0,0,20220110,20221231
28242036,0,0,0,0,0,0,0,20220110,20221231
28242025,0,0,0,0,0,1,0,20221231,20221231
28242028,0,0,0,0,0,1,0,20221231,20221231
28246963,0,0,0,0,0,0,0,20220110,20221231
28246964,0,0,0,0,0,0,0,20220110,20221231
28246953,0,0,0,0,0,1,0,20221231,20221231
28246956,0,0,0,0,0,1,0,20221231,20221231
28257336,0,0,0,0,0,0,0,20220110,20221231
28257337,0,0,0,0,0,0,0,20220110,20221231
28257338,0,0,0,0,0,0,0,20220110,20221231
28257320,0,0,0,0,0,1,0,20221231,20221231
28257323,0,0,0,0,0,1,0,20221231,20221231
28257326,0,0,0,0,0,1,0,20221231,20221231
28293084,0,0,0,0,0,0,0,20220110,20221231
28293085,0,0,0,0,0,0,0,20220110,20221231
28293086,0,0,0,0,0,0,0,20220110,20221231
28293068,0,0,0,0,0,1,0,20221231,20221231
28293071,0,0,0,0,0,1,0,20221231,20221231
28293074,0,0,0,0,0,1,0,20221231,20221231
28226035,0,0,0,0,0,0,0,20220110,20221231
28226036,0,0,0,0,0,0,0,20220110,20221231
28226025,0,0,0,0,0,1,0,20221231,20221231
28226028,0,0,0,0,0,1,0,20221231,20221231
28293595,0,0,0,0,0,1,0,20221231,20221231
28293598,0,0,0,0,0,1,0,20221231,20221231
28293601,0,0,0,0,0,1,0,20221231,20221231
28293610,0,0,0,0,0,1,0,20221231,20221231
28293604,0,0,0,0,0,1,0,20221231,20221231
28293607,0,0,0,0,0,1,0,20221231,20221231
28293616,0,0,0,0,0,1,0,20221231,20221231
28293613,0,0,0,0,0,1,0,20221231,20221231
28293619,0,0,0,0,0,1,0,20221231,20221231
28293622,0,0,0,0,0,1,0,20221231,20221231
28293625,0,0,0,0,0,1,0,20221231,20221231
28293628,0,0,0,0,0,1,0,20221231,20221231
28293631,0,0,0,0,0,1,0,20221231,20221231
28293634,0,0,0,0,0,1,0,20221231,20221231
28293637,0,0,0,0,0,1,0,20221231,20221231
28293640,0,0,0,0,0,1,0,20221231,20221231
28293643,0,0,0,0,0,1,0,20221231,20221231
28293652,0,0,0,0,0,1,0,20221231,20221231
28293646,0,0,0,0,0,1,0,20221231,20221231
28293649,0,0,0,0,0,1,0,20221231,20221231
28293655,0,0,0,0,0,1,0,20221231,20221231
28293658,0,0,0,0,0,1,0,20221231,20221231
28293661,0,0,0,0,0,1,0,20221231,20221231
28293664,0,0,0,0,0,1,0,20221231,20221231
28293740,0,0,0,0,0,0,0,20220110,20221231
28293741,0,0,0,0,0,0,0,20220110,20221231
28293742,0,0,0,0,0,0,0,20220110,20221231
28293745,0,0,0,0,0,0,0,20220110,20221231
28293743,0,0,0,0,0,0,0,20220110,20221231
28293744,0,0,0,0,0,0,0,20220110,20221231
28293747,0,0,0,0,0,0,0,20220110,20221231
28293746,0,0,0,0,0,0,0,20220110,20221231
28293748,0,0,0,0,0,0,0,20220110,20221231
28293749,0,0,0,0,0,0,0,20220110,20221231
28293750,0,0,0,0,0,0,0,20220110,20221231
28293751,0,0,0,0,0,0,0,20220110,20221231
28293752,0,0,0,0,0,0,0,20220110,20221231
28293753,0,0,0,0,0,0,0,20220110,20221231
28293754,0,0,0,0,0,0,0,20220110,20221231
28293755,0,0,0,0,0,0,0,20220110,20221231
28293756,0,0,0,0,0,0,0,20220110,20221231
28293759,0,0,0,0,0,0,0,20220110,20221231
28293757,0,0,0,0,0,0,0,20220110,20221231
28293758,0,0,0,0,0,0,0,20220110,20221231
28293760,0,0,0,0,0,0,0,20220110,20221231
28293761,0,0,0,0,0,0,0,20220110,20221231
28293762,0,0,0,0,0,0,0,20220110,20221231
28293763,0,0,0,0,0,0,0,20220110,20221231
28293764,0,0,0,0,0,0,0,20220110,20221231
28226287,0,0,0,0,0,0,0,20220110,20221231
28226288,0,0,0,0,0,0,0,20220110,20221231
28226289,0,0,0,0,0,0,0,20220110,20221231
28226290,0,0,0,0,0,0,0,20220110,20221231
28226291,0,0,0,0,0,0,0,20220110,20221231
28226292,0,0,0,0,0,0,0,20220110,20221231
28226253,0,0,0,0,0,1,0,20221231,20221231
28226256,0,0,0,0,0,1,0,20221231,20221231
28226259,0,0,0,0,0,1,0,20221231,20221231
28226262,0,0,0,0,0,1,0,20221231,20221231
28226265,0,0,0,0,0,1,0,20221231,20221231
28226268,0,0,0,0,0,1,0,20221231,20221231
28289907,0,0,0,0,0,0,0,20220110,20221231
28289908,0,0,0,0,0,0,0,20220110,20221231
28289897,0,0,0,0,0,1,0,20221231,20221231
28289900,0,0,0,0,0,1,0,20221231,20221231
28237790,0,0,0,0,0,0,0,20220110,20221231
28237791,0,0,0,0,0,0,0,20220110,20221231
28237792,0,0,0,0,0,0,0,20220110,20221231
28237793,0,0,0,0,0,0,0,20220110,20221231
28237794,0,0,0,0,0,0,0,20220110,20221231
28237765,0,0,0,0,0,1,0,20221231,20221231
28237768,0,0,0,0,0,1,0,20221231,20221231
28237771,0,0,0,0,0,1,0,20221231,20221231
28237774,0,0,0,0,0,1,0,20221231,20221231
28243307,0,0,0,0,0,0,0,20220110,20221231
28243308,0,0,0,0,0,0,0,20220110,20221231
28243309,0,0,0,0,0,0,0,20220110,20221231
28243310,0,0,0,0,0,0,0,20220110,20221231
28243215,0,0,0,0,0,1,0,20221231,20221231
28243218,0,0,0,0,0,1,0,20221231,20221231
28243221,0,0,0,0,0,1,0,20221231,20221231
28243224,0,0,0,0,0,1,0,20221231,20221231
28224540,0,0,0,0,0,0,0,20220110,20221231
28224541,0,0,0,0,0,0,0,20220110,20221231
28224542,0,0,0,0,0,0,0,20220110,20221231
28224543,0,0,0,0,0,0,0,20220110,20221231
28224448,0,0,0,0,0,1,0,20221231,20221231
28224451,0,0,0,0,0,1,0,20221231,20221231
28224454,0,0,0,0,0,1,0,20221231,20221231
28224457,0,0,0,0,0,1,0,20221231,20221231
28281913,0,0,0,0,0,0,0,20220110,20221231
28281914,0,0,0,0,0,0,0,20220110,20221231
28281912,0,0,0,0,0,0,0,20220110,20221231
28281896,0,0,0,0,0,1,0,20221231,20221231
28281899,0,0,0,0,0,1,0,20221231,20221231
28281902,0,0,0,0,0,1,0,20221231,20221231
28266049,0,0,0,0,0,0,0,20220110,20221231
28266050,0,0,0,0,0,0,0,20220110,20221231
28266051,0,0,0,0,0,0,0,20220110,20221231
28266033,0,0,0,0,0,1,0,20221231,20221231
28266036,0,0,0,0,0,1,0,20221231,20221231
28266039,0,0,0,0,0,1,0,20221231,20221231
28253154,0,0,0,0,0,0,0,20220110,20221231
28253155,0,0,0,0,0,0,0,20220110,20221231
28253156,0,0,0,0,0,0,0,20220110,20221231
28253138,0,0,0,0,0,1,0,20221231,20221231
28253141,0,0,0,0,0,1,0,20221231,20221231
28253144,0,0,0,0,0,1,0,20221231,20221231
28234229,0,0,0,0,0,0,0,20220110,20221231
28234230,0,0,0,0,0,0,0,20220110,20221231
28234231,0,0,0,0,0,0,0,20220110,20221231
28234213,0,0,0,0,0,1,0,20221231,20221231
28234216,0,0,0,0,0,1,0,20221231,20221231
28234219,0,0,0,0,0,1,0,20221231,20221231
28281678,0,0,0,0,0,0,0,20220110,20221231
28281679,0,0,0,0,0,0,0,20220110,20221231
28281680,0,0,0,0,0,0,0,20220110,20221231
28281681,0,0,0,0,0,0,0,20220110,20221231
28281682,0,0,0,0,0,0,0,20220110,20221231
28281683,0,0,0,0,0,0,0,20220110,20221231
28281684,0,0,0,0,0,0,0,20220110,20221231
28281685,0,0,0,0,0,0,0,20220110,20221231
28281552,0,0,0,0,0,1,0,20221231,20221231
28281555,0,0,0,0,0,1,0,20221231,20221231
28281558,0,0,0,0,0,1,0,20221231,20221231
28281561,0,0,0,0,0,1,0,20221231,20221231
28281564,0,0,0,0,0,1,0,20221231,20221231
28281567,0,0,0,0,0,1,0,20221231,20221231
28281570,0,0,0,0,0,1,0,20221231,20221231
28281573,0,0,0,0,0,1,0,20221231,20221231
28243538,0,0,0,0,0,0,0,20220110,20221231
28243539,0,0,0,0,0,0,0,20220110,20221231
28243540,0,0,0,0,0,0,0,20220110,20221231
28243541,0,0,0,0,0,0,0,20220110,20221231
28243542,0,0,0,0,0,0,0,20220110,20221231
28243543,0,0,0,0,0,0,0,20220110,20221231
28243544,0,0,0,0,0,0,0,20220110,20221231
28243428,0,0,0,0,0,1,0,20221231,20221231
28243431,0,0,0,0,0,1,0,20221231,20221231
28243434,0,0,0,0,0,1,0,20221231,20221231
28243437,0,0,0,0,0,1,0,20221231,20221231
28243440,0,0,0,0,0,1,0,20221231,20221231
28243443,0,0,0,0,0,1,0,20221231,20221231
28243446,0,0,0,0,0,1,0,20221231,20221231
28213117,0,0,0,0,0,0,0,20220110,20221231
28213118,0,0,0,0,0,0,0,20220110,20221231
28213107,0,0,0,0,0,1,0,20221231,20221231
28213110,0,0,0,0,0,1,0,20221231,20221231
28292938,0,0,0,0,0,0,0,20220110,20221231
28292939,0,0,0,0,0,0,0,20220110,20221231
28292928,0,0,0,0,0,1,0,20221231,20221231
28292931,0,0,0,0,0,1,0,20221231,20221231
28216747,0,0,0,0,0,0,0,20220110,20221231
28216726,0,0,0,0,0,0,0,20220110,20221231
28216727,0,0,0,0,0,0,0,20220110,20221231
28216730,0,0,0,0,0,0,0,20220110,20221231
28216395,0,0,0,0,0,1,0,20221231,20221231
28216398,0,0,0,0,0,1,0,20221231,20221231
28216401,0,0,0,0,0,1,0,20221231,20221231
28216404,0,0,0,0,0,1,0,20221231,20221231
28216407,0,0,0,0,0,1,0,20221231,20221231
28216410,0,0,0,0,0,1,0,20221231,20221231
28216413,0,0,0,0,0,1,0,20221231,20221231
28216416,0,0,0,0,0,1,0,20221231,20221231
28216419,0,0,0,0,0,1,0,20221231,20221231
28216731,0,0,0,0,0,0,0,20220110,20221231
28216735,0,0,0,0,0,0,0,20220110,20221231
28216739,0,0,0,0,0,0,0,20220110,20221231
28216744,0,0,0,0,0,0,0,20220110,20221231
28216746,0,0,0,0,0,0,0,20220110,20221231
28216745,0,0,0,0,0,0,0,20220110,20221231
28216742,0,0,0,0,0,0,0,20220110,20221231
28216743,0,0,0,0,0,0,0,20220110,20221231
28216740,0,0,0,0,0,0,0,20220110,20221231
28216734,0,0,0,0,0,0,0,20220110,20221231
28216738,0,0,0,0,0,0,0,20220110,20221231
28216736,0,0,0,0,0,0,0,20220110,20221231
28216732,0,0,0,0,0,0,0,20220110,20221231
28216728,0,0,0,0,0,0,0,20220110,20221231
28216729,0,0,0,0,0,0,0,20220110,20221231
28216733,0,0,0,0,0,0,0,20220110,20221231
28216737,0,0,0,0,0,0,0,20220110,20221231
28216741,0,0,0,0,0,0,0,20220110,20221231
28250094,0,0,0,0,0,1,0,20221231,20221231
28250070,0,0,0,0,0,1,0,20221231,20221231
28250073,0,0,0,0,0,1,0,20221231,20221231
28250076,0,0,0,0,0,1,0,20221231,20221231
28250079,0,0,0,0,0,1,0,20221231,20221231
28250082,0,0,0,0,0,1,0,20221231,20221231
28250085,0,0,0,0,0,1,0,20221231,20221231
28250088,0,0,0,0,0,1,0,20221231,20221231
28250091,0,0,0,0,0,1,0,20221231,20221231
28250365,0,0,0,0,0,0,0,20220110,20221231
28250368,0,0,0,0,0,0,0,20220110,20221231
28250370,0,0,0,0,0,0,0,20220110,20221231
28250378,0,0,0,0,0,0,0,20220110,20221231
28250384,0,0,0,0,0,0,0,20220110,20221231
28250386,0,0,0,0,0,0,0,20220110,20221231
28250379,0,0,0,0,0,0,0,20220110,20221231
28250375,0,0,0,0,0,0,0,20220110,20221231
28250376,0,0,0,0,0,0,0,20220110,20221231
28250364,0,0,0,0,0,0,0,20220110,20221231
28250387,0,0,0,0,0,0,0,20220110,20221231
28250389,0,0,0,0,0,0,0,20220110,20221231
28250388,0,0,0,0,0,0,0,20220110,20221231
28250383,0,0,0,0,0,0,0,20220110,20221231
28250372,0,0,0,0,0,0,0,20220110,20221231
28250366,0,0,0,0,0,0,0,20220110,20221231
28250367,0,0,0,0,0,0,0,20220110,20221231
28250371,0,0,0,0,0,0,0,20220110,20221231
28250381,0,0,0,0,0,0,0,20220110,20221231
28250363,0,0,0,0,0,0,0,20220110,20221231
28250390,0,0,0,0,0,0,0,20220110,20221231
28250380,0,0,0,0,0,0,0,20220110,20221231
28250373,0,0,0,0,0,0,0,20220110,20221231
28250369,0,0,0,0,0,0,0,20220110,20221231
28250374,0,0,0,0,0,0,0,20220110,20221231
28250377,0,0,0,0,0,0,0,20220110,20221231
28250382,0,0,0,0,0,0,0,20220110,20221231
28250385,0,0,0,0,0,0,0,20220110,20221231
28273868,0,0,0,0,0,0,0,20220110,20221231
28273873,0,0,0,0,0,0,0,20220110,20221231
28273878,0,0,0,0,0,0,0,20220110,20221231
28273880,0,0,0,0,0,0,0,20220110,20221231
28273890,0,0,0,0,0,0,0,20220110,20221231
28273895,0,0,0,0,0,0,0,20220110,20221231
28273893,0,0,0,0,0,0,0,20220110,20221231
28273485,0,0,0,0,0,1,0,20221231,20221231
28273488,0,0,0,0,0,1,0,20221231,20221231
28273491,0,0,0,0,0,1,0,20221231,20221231
28273494,0,0,0,0,0,1,0,20221231,20221231
28273883,0,0,0,0,0,0,0,20220110,20221231
28273869,0,0,0,0,0,0,0,20220110,20221231
28273866,0,0,0,0,0,0,0,20220110,20221231
28273867,0,0,0,0,0,0,0,20220110,20221231
28273879,0,0,0,0,0,0,0,20220110,20221231
28273876,0,0,0,0,0,0,0,20220110,20221231
28273874,0,0,0,0,0,0,0,20220110,20221231
28273871,0,0,0,0,0,0,0,20220110,20221231
28273894,0,0,0,0,0,0,0,20220110,20221231
28273882,0,0,0,0,0,0,0,20220110,20221231
28273892,0,0,0,0,0,0,0,20220110,20221231
28273881,0,0,0,0,0,0,0,20220110,20221231
28273877,0,0,0,0,0,0,0,20220110,20221231
28273887,0,0,0,0,0,0,0,20220110,20221231
28273884,0,0,0,0,0,0,0,20220110,20221231
28273888,0,0,0,0,0,0,0,20220110,20221231
28273872,0,0,0,0,0,0,0,20220110,20221231
28273870,0,0,0,0,0,0,0,20220110,20221231
28273875,0,0,0,0,0,0,0,20220110,20221231
28273885,0,0,0,0,0,0,0,20220110,20221231
28273891,0,0,0,0,0,0,0,20220110,20221231
28273886,0,0,0,0,0,0,0,20220110,20221231
28273889,0,0,0,0,0,0,0,20220110,20221231
28210929,0,0,0,0,0,0,0,20220110,20221231
28210930,0,0,0,0,0,0,0,20220110,20221231
28210931,0,0,0,0,0,0,0,20220110,20221231
28221811,0,0,0,0,0,1,0,20221231,20221231
28221814,0,0,0,0,0,1,0,20221231,20221231
28221817,0,0,0,0,0,1,0,20221231,20221231
28221820,0,0,0,0,0,1,0,20221231,20221231
28221823,0,0,0,0,0,1,0,20221231,20221231
28228739,0,0,0,0,0,1,0,20221231,20221231
28228742,0,0,0,0,0,1,0,20221231,20221231
28228745,0,0,0,0,0,1,0,20221231,20221231
28228748,0,0,0,0,0,1,0,20221231,20221231
28231870,0,0,0,0,0,0,0,20220110,20221231
28231871,0,0,0,0,0,0,0,20220110,20221231
28231872,0,0,0,0,0,0,0,20220110,20221231
28231873,0,0,0,0,0,0,0,20220110,20221231
28231874,0,0,0,0,0,0,0,20220110,20221231
28231482,0,0,0,0,0,1,0,20221231,20221231
28231485,0,0,0,0,0,1,0,20221231,20221231
28231488,0,0,0,0,0,1,0,20221231,20221231
28231491,0,0,0,0,0,1,0,20221231,20221231
28231494,0,0,0,0,0,1,0,20221231,20221231
28231497,0,0,0,0,0,1,0,20221231,20221231
28231500,0,0,0,0,0,1,0,20221231,20221231
28231503,0,0,0,0,0,1,0,20221231,20221231
28231506,0,0,0,0,0,1,0,20221231,20221231
28231509,0,0,0,0,0,1,0,20221231,20221231
28231512,0,0,0,0,0,1,0,20221231,20221231
28231515,0,0,0,0,0,1,0,20221231,20221231
28231518,0,0,0,0,0,1,0,20221231,20221231
28231521,0,0,0,0,0,1,0,20221231,20221231
28231524,0,0,0,0,0,1,0,20221231,20221231
28231527,0,0,0,0,0,1,0,20221231,20221231
28231530,0,0,0,0,0,1,0,20221231,20221231
28231533,0,0,0,0,0,1,0,20221231,20221231
28231536,0,0,0,0,0,1,0,20221231,20221231
28231539,0,0,0,0,0,1,0,20221231,20221231
28231542,0,0,0,0,0,1,0,20221231,20221231
28231545,0,0,0,0,0,1,0,20221231,20221231
28231548,0,0,0,0,0,1,0,20221231,20221231
28231551,0,0,0,0,0,1,0,20221231,20221231
28243143,0,0,0,0,0,0,0,20220110,20221231
28243144,0,0,0,0,0,0,0,20220110,20221231
28243145,0,0,0,0,0,0,0,20220110,20221231
28257615,0,0,0,0,0,1,0,20221231,20221231
28257618,0,0,0,0,0,1,0,20221231,20221231
28257621,0,0,0,0,0,1,0,20221231,20221231
28257624,0,0,0,0,0,1,0,20221231,20221231
28257627,0,0,0,0,0,1,0,20221231,20221231
28257630,0,0,0,0,0,1,0,20221231,20221231
28257633,0,0,0,0,0,1,0,20221231,20221231
